itemcode,createDate,qty,n_rows,revenue_type,linked_via_jobcode,linked_via_olmjobcode,linked
CT-F-99-020526,2025-06-13,6.0,1,Omni Channel,True,True,True
VT-F-99-010721,2025-06-13,2.0,1,Omni Channel,True,True,True
RS-F-99-100001,2025-06-16,6.0,1,Omni Channel,True,True,True
VT-F-99-010721,2025-06-16,1.0,1,Omni Channel,True,True,True
CT-F-99-020504,2025-06-16,3.0,1,Omni Channel,True,True,True
VT-F-99-010721,2025-06-16,1.0,1,Omni Channel,True,True,True
CT-F-99-020507,2025-06-16,3.0,1,Omni Channel,True,True,True
VT-F-99-010721,2025-06-16,1.0,1,Omni Channel,True,True,True
CT-F-99-020503,2025-06-16,3.0,1,Omni Channel,True,True,True
VT-F-99-010721,2025-06-16,1.0,1,Omni Channel,True,True,True
CT-F-99-020506,2025-06-16,2.0,1,Omni Channel,True,True,True
CT-F-99-020510,2025-06-17,3.0,1,Omni Channel,True,True,True
VT-F-99-010721,2025-06-17,1.0,1,Omni Channel,True,True,True
CT-F-99-020524,2025-06-17,3.0,1,Omni Channel,True,True,True
VT-F-99-010721,2025-06-17,1.0,1,Omni Channel,True,True,True
CT-F-99-020504,2025-06-18,3.0,1,Omni Channel,True,True,True
CT-F-99-020504,2025-06-18,3.0,1,Omni Channel,True,True,True
VT-F-99-010721,2025-06-18,1.0,1,Omni Channel,True,True,True
CT-F-99-020725,2025-06-18,3.0,1,Omni Channel,True,True,True
VT-F-99-010819,2025-06-18,1.0,1,Omni Channel,True,True,True
CT-F-99-020505,2025-06-20,3.0,1,Omni Channel,True,True,True
VT-F-99-010721,2025-06-20,1.0,1,Omni Channel,True,True,True
CT-F-99-020527,2025-06-20,3.0,1,Omni Channel,True,True,True
CT-F-99-020511,2025-06-23,2.0,1,Omni Channel,True,True,True
VT-F-99-010203,2025-06-23,2.0,1,Omni Channel,True,True,True
CT-F-99-020511,2025-06-23,2.0,1,Omni Channel,True,True,True
VT-F-99-010203,2025-06-23,2.0,1,Omni Channel,True,True,True
CT-F-99-020506,2025-06-24,3.0,1,Omni Channel,True,True,True
VT-F-99-010715,2025-06-24,1.0,1,Omni Channel,True,True,True
CT-F-99-020508,2025-06-24,2.0,1,Omni Channel,True,True,True
VT-F-99-010203,2025-06-24,2.0,1,Omni Channel,True,True,True
RS-F-99-041006,2025-06-25,2.0,1,Omni Channel,True,True,True
RS-F-99-120006,2025-06-25,2.0,1,Omni Channel,True,True,True
CT-F-99-020505,2025-06-25,2.0,1,Omni Channel,True,True,True
CT-F-99-020511,2025-06-25,3.0,1,Omni Channel,True,True,True
VT-F-99-010721,2025-06-25,1.0,1,Omni Channel,True,True,True
CT-F-99-020709,2025-06-25,3.0,1,Omni Channel,True,True,True
VT-F-99-010819,2025-06-25,1.0,1,Omni Channel,True,True,True
VT-F-99-010721,2025-06-25,1.0,1,Omni Channel,True,True,True
CT-F-99-020506,2025-06-25,2.0,1,Omni Channel,True,True,True
VT-F-99-010203,2025-06-25,2.0,1,Omni Channel,True,True,True
VT-F-99-010203,2025-06-26,1.0,1,Omni Channel,True,True,True
RS-F-99-090026,2025-06-26,12.0,1,Omni Channel,True,True,True
CT-F-99-020528,2025-06-27,3.0,1,Omni Channel,True,True,True
VT-F-99-010721,2025-06-27,1.0,1,Omni Channel,True,True,True
CT-F-99-020527,2025-06-27,3.0,1,Omni Channel,True,True,True
CT-F-99-020504,2025-06-30,2.0,1,Omni Channel,True,True,True
VT-F-99-010203,2025-06-30,2.0,1,Omni Channel,True,True,True
VT-F-99-010715,2025-06-30,1.0,1,Omni Channel,True,True,True
VT-F-99-010721,2025-07-01,1.0,1,Omni Channel,True,True,True
VT-F-99-010701,2025-07-01,1.0,1,Omni Channel,True,True,True
CT-F-99-020508,2025-07-01,3.0,1,Omni Channel,True,True,True
VT-F-99-010721,2025-07-01,1.0,1,Omni Channel,True,True,True
CT-F-99-020502,2025-07-01,3.0,1,Omni Channel,True,True,True
VT-F-99-010721,2025-07-01,1.0,1,Omni Channel,True,True,True
VT-F-99-010203,2025-07-02,2.0,1,Omni Channel,True,True,True
CT-F-99-020507,2025-07-02,3.0,1,Omni Channel,True,True,True
CT-F-99-020509,2025-07-02,3.0,1,Omni Channel,True,True,True
VT-F-99-010721,2025-07-02,2.0,1,Omni Channel,True,True,True
CT-F-99-020528,2025-07-03,3.0,1,Omni Channel,True,True,True
VT-F-99-010721,2025-07-03,1.0,1,Omni Channel,True,True,True
CT-F-99-020524,2025-07-03,3.0,1,Omni Channel,True,True,True
VT-F-99-010721,2025-07-03,1.0,1,Omni Channel,True,True,True
CT-F-99-020506,2025-07-03,3.0,1,Omni Channel,True,True,True
VT-F-99-010721,2025-07-03,1.0,1,Omni Channel,True,True,True
CT-F-99-020526,2025-07-03,1.0,1,Omni Channel,True,True,True
CT-F-99-020508,2025-07-04,3.0,1,Omni Channel,True,True,True
VT-F-99-010721,2025-07-04,1.0,1,Omni Channel,True,True,True
CT-F-99-020528,2025-07-04,2.0,1,Omni Channel,True,True,True
CT-F-99-020527,2025-07-04,3.0,1,Omni Channel,True,True,True
CT-F-99-020506,2025-07-04,3.0,1,Omni Channel,True,True,True
VT-F-99-010721,2025-07-04,1.0,1,Omni Channel,True,True,True
CT-F-99-020506,2025-07-04,3.0,1,Omni Channel,True,True,True
VT-F-99-010721,2025-07-04,1.0,1,Omni Channel,True,True,True
RS-F-99-100001,2025-07-07,3.0,1,Omni Channel,True,True,True
CT-F-99-020507,2025-07-07,3.0,1,Omni Channel,True,True,True
VT-F-99-010721,2025-07-07,1.0,1,Omni Channel,True,True,True
CT-F-99-020530,2025-07-07,3.0,1,Omni Channel,True,True,True
VT-F-99-010721,2025-07-07,1.0,1,Omni Channel,True,True,True
CT-F-99-020505,2025-07-07,3.0,1,Omni Channel,True,True,True
VT-F-99-010721,2025-07-07,1.0,1,Omni Channel,True,True,True
VT-F-99-010701,2025-07-07,1.0,1,Omni Channel,True,True,True
CT-F-99-020506,2025-07-08,3.0,1,Omni Channel,True,True,True
VT-F-99-010715,2025-07-08,1.0,1,Omni Channel,True,True,True
RS-F-99-070004,2025-07-08,6.0,1,Omni Channel,False,False,False
VT-F-99-010203,2025-07-08,16.0,1,Omni Channel,True,True,True
CT-F-99-020531,2025-07-09,3.0,1,Omni Channel,True,True,True
CT-F-99-020722,2025-07-14,3.0,1,Omni Channel,True,True,True
VT-F-99-010819,2025-07-14,1.0,1,Omni Channel,True,True,True
CT-F-99-020508,2025-06-24,2.0,1,Omni Channel,True,True,True
VT-F-99-010209,2025-06-24,2.0,1,Omni Channel,True,True,True
CT-F-99-020703,2025-07-14,3.0,1,Omni Channel,True,True,True
VT-F-99-010819,2025-07-14,1.0,1,Omni Channel,True,True,True
CT-F-99-020504,2025-07-14,3.0,1,Omni Channel,True,True,True
VT-F-99-010721,2025-07-14,1.0,1,Omni Channel,True,True,True
CT-F-99-020507,2025-07-14,3.0,1,Omni Channel,True,True,True
VT-F-99-010721,2025-07-14,1.0,1,Omni Channel,True,True,True
CT-F-99-020504,2025-07-14,4.0,2,Omni Channel,True,True,True
VT-F-99-010203,2025-07-14,4.0,2,Omni Channel,True,True,True
CT-F-99-020507,2025-07-14,3.0,1,Omni Channel,True,True,True
VT-F-99-010721,2025-07-14,1.0,1,Omni Channel,True,True,True
CT-F-99-020526,2025-07-15,3.0,1,Omni Channel,True,True,True
VT-F-99-010721,2025-07-15,1.0,1,Omni Channel,True,True,True
CT-F-99-020528,2025-07-15,3.0,1,Omni Channel,True,True,True
VT-F-99-010721,2025-07-15,1.0,1,Omni Channel,True,True,True
CT-F-99-020506,2025-07-15,3.0,1,Omni Channel,True,True,True
CT-F-99-020507,2025-07-15,3.0,1,Omni Channel,True,True,True
VT-F-99-010721,2025-07-15,1.0,1,Omni Channel,True,True,True
CT-F-99-020503,2025-07-15,2.0,1,Omni Channel,True,True,True
VT-F-99-010203,2025-07-15,2.0,1,Omni Channel,True,True,True
CT-F-99-020506,2025-07-15,3.0,1,Omni Channel,True,True,True
VT-F-99-010721,2025-07-15,1.0,1,Omni Channel,True,True,True
VT-F-99-010820,2025-07-15,24.0,1,Omni Channel,True,True,True
CT-F-99-020505,2025-07-16,3.0,1,Omni Channel,True,True,True
VT-F-99-010721,2025-07-16,1.0,1,Omni Channel,True,True,True
CT-F-99-020505,2025-07-16,3.0,1,Omni Channel,True,True,True
VT-F-99-010721,2025-07-16,1.0,1,Omni Channel,True,True,True
CT-F-99-020508,2025-07-16,3.0,1,Omni Channel,True,True,True
CT-F-99-020506,2025-07-16,3.0,1,Omni Channel,True,True,True
CT-F-99-020507,2025-07-17,4.0,1,Omni Channel,True,True,True
RS-F-99-070002,2025-07-17,240.0,2,Omni Channel,True,True,True
RS-F-99-070007,2025-07-17,300.0,2,Omni Channel,True,True,True
CT-F-99-020507,2025-07-17,3.0,1,Omni Channel,True,True,True
VT-F-99-010721,2025-07-17,1.0,1,Omni Channel,True,True,True
RS-F-99-010123,2025-07-17,2.0,1,Omni Channel,True,True,True
CT-F-99-020504,2025-07-17,3.0,1,Omni Channel,True,True,True
VT-F-99-010721,2025-07-17,1.0,1,Omni Channel,True,True,True
CT-F-99-020504,2025-07-17,4.0,1,Omni Channel,True,True,True
VT-F-99-010203,2025-07-17,4.0,1,Omni Channel,True,True,True
CT-F-99-020531,2025-07-18,3.0,1,Omni Channel,True,True,True
VT-F-99-010721,2025-07-18,1.0,1,Omni Channel,True,True,True
VT-F-99-010722,2025-07-18,12.0,1,Omni Channel,False,False,False
CT-F-99-020527,2025-07-18,3.0,1,Omni Channel,True,True,True
VT-F-99-010721,2025-07-21,1.0,1,Omni Channel,True,True,True
CT-F-99-020510,2025-07-21,4.0,1,Omni Channel,True,True,True
CT-F-99-020505,2025-07-21,3.0,1,Omni Channel,True,True,True
VT-F-99-010721,2025-07-21,1.0,1,Omni Channel,True,True,True
CT-F-99-020506,2025-07-21,3.0,1,Omni Channel,True,True,True
CT-F-99-020505,2025-07-22,3.0,1,Omni Channel,True,True,True
VT-F-99-010721,2025-07-22,1.0,1,Omni Channel,True,True,True
VT-F-99-010701,2025-07-22,1.0,1,Omni Channel,True,True,True
CT-F-99-020705,2025-07-22,3.0,1,Omni Channel,True,True,True
VT-F-99-010818,2025-07-22,1.0,1,Omni Channel,True,True,True
CT-F-99-020510,2025-07-22,1.0,1,Omni Channel,True,True,True
VT-F-99-010721,2025-07-22,1.0,1,Omni Channel,True,True,True
CT-F-99-020707,2025-07-22,3.0,1,Omni Channel,True,True,True
VT-F-99-010819,2025-07-22,1.0,1,Omni Channel,True,True,True
CT-F-99-020504,2025-07-22,3.0,1,Omni Channel,True,True,True
VT-F-99-010721,2025-07-22,1.0,1,Omni Channel,True,True,True
CT-F-99-020505,2025-07-22,3.0,1,Omni Channel,True,True,True
VT-F-99-010721,2025-07-22,1.0,1,Omni Channel,True,True,True
CT-F-99-020532,2025-07-22,3.0,1,Omni Channel,True,True,True
CT-F-99-020503,2025-07-23,3.0,1,Omni Channel,True,True,True
VT-F-99-010721,2025-07-23,1.0,1,Omni Channel,True,True,True
CT-F-99-020510,2025-07-23,3.0,1,Omni Channel,True,True,True
CT-F-99-020527,2025-07-24,3.0,1,Omni Channel,True,True,True
VT-F-99-010721,2025-07-24,1.0,1,Omni Channel,True,True,True
CT-F-99-020524,2025-07-24,3.0,1,Omni Channel,True,True,True
VT-F-99-010203,2025-07-24,1.0,1,Omni Channel,True,True,True
CT-F-99-020705,2025-07-25,3.0,1,Omni Channel,True,True,True
VT-F-99-010819,2025-07-25,1.0,1,Omni Channel,True,True,True
CT-F-99-020507,2025-07-29,4.0,1,Tendering,False,False,False
CT-F-99-020508,2025-07-29,2.0,1,Tendering,False,False,False
CT-F-99-020510,2025-07-29,4.0,1,Tendering,False,False,False
CT-F-99-020512,2025-07-29,30.0,1,Tendering,False,False,False
VT-F-99-010203,2025-07-29,148.0,1,Tendering,False,False,False
CT-F-99-020528,2025-07-29,3.0,1,Omni Channel,True,True,True
VT-F-99-010721,2025-07-29,1.0,1,Omni Channel,True,True,True
CT-F-99-020530,2025-07-29,3.0,1,Omni Channel,True,True,True
VT-F-99-010721,2025-07-29,1.0,1,Omni Channel,True,True,True
CT-F-99-020530,2025-07-29,3.0,1,Omni Channel,True,True,True
VT-F-99-010721,2025-07-29,1.0,1,Omni Channel,True,True,True
CT-F-99-020507,2025-07-29,3.0,1,Omni Channel,True,True,True
VT-F-99-010721,2025-07-29,1.0,1,Omni Channel,True,True,True
VT-F-99-010721,2025-07-29,1.0,1,Omni Channel,True,True,True
CT-F-99-020505,2025-07-29,2.0,1,Omni Channel,True,True,True
VT-F-99-010203,2025-07-29,2.0,1,Omni Channel,True,True,True
CT-F-99-020503,2025-07-30,2.0,1,Omni Channel,True,True,True
VT-F-99-010203,2025-07-30,2.0,1,Omni Channel,True,True,True
CT-F-99-020528,2025-07-30,3.0,1,Omni Channel,True,True,True
VT-F-99-010721,2025-07-30,1.0,1,Omni Channel,True,True,True
VT-F-99-010722,2025-07-30,2.0,1,Omni Channel,False,False,False
VT-F-99-010701,2025-07-31,1.0,1,Omni Channel,True,True,True
CT-F-99-020507,2025-07-31,2.0,1,Omni Channel,True,True,True
CT-F-99-020505,2025-07-31,2.0,1,Omni Channel,True,True,True
VT-F-99-010203,2025-07-31,2.0,1,Omni Channel,True,True,True
CT-F-99-020501,2025-08-01,8.0,1,Omni Channel,True,True,True
CT-F-99-020502,2025-08-01,6.0,1,Omni Channel,True,True,True
VT-F-99-010203,2025-08-01,14.0,2,Omni Channel,True,True,True
CT-F-99-020504,2025-08-01,3.0,1,Omni Channel,True,True,True
VT-F-99-010715,2025-08-01,1.0,1,Omni Channel,True,True,True
CT-F-99-020506,2025-08-01,3.0,1,Omni Channel,True,True,True
CT-F-99-020730,2025-08-04,3.0,1,Omni Channel,True,True,True
VT-F-99-010819,2025-08-04,1.0,1,Omni Channel,True,True,True
CT-F-99-020505,2025-08-04,3.0,1,Omni Channel,True,True,True
VT-F-99-010721,2025-08-04,1.0,1,Omni Channel,True,True,True
VT-F-99-010303,2025-08-04,1.0,1,Omni Channel,True,True,True
VT-F-99-010202,2025-08-04,1.0,1,Omni Channel,True,True,True
VT-F-99-010721,2025-08-04,1.0,1,Omni Channel,True,True,True
CT-F-99-020504,2025-08-04,3.0,1,Omni Channel,True,True,True
VT-F-99-010721,2025-08-04,1.0,1,Omni Channel,True,True,True
CT-F-99-020504,2025-08-04,3.0,1,Omni Channel,True,True,True
VT-F-99-010721,2025-08-04,1.0,1,Omni Channel,True,True,True
CT-F-99-020503,2025-08-04,3.0,1,Omni Channel,True,True,True
VT-F-99-010721,2025-08-04,1.0,1,Omni Channel,True,True,True
CT-F-99-020504,2025-08-05,3.0,1,Omni Channel,True,True,True
VT-F-99-010721,2025-08-05,1.0,1,Omni Channel,True,True,True
CT-F-99-020502,2025-08-05,3.0,1,Omni Channel,True,True,True
VT-F-99-010721,2025-08-05,1.0,1,Omni Channel,True,True,True
CT-F-99-020503,2025-08-05,3.0,1,Omni Channel,True,True,True
VT-F-99-010721,2025-08-05,1.0,1,Omni Channel,True,True,True
CT-F-99-020503,2025-08-05,3.0,1,Omni Channel,True,True,True
VT-F-99-010721,2025-08-05,1.0,1,Omni Channel,True,True,True
CT-F-99-020501,2025-08-05,3.0,1,Omni Channel,True,True,True
VT-F-99-010721,2025-08-05,1.0,1,Omni Channel,True,True,True
CT-F-99-020502,2025-08-05,3.0,1,Omni Channel,True,True,True
VT-F-99-010721,2025-08-05,1.0,1,Omni Channel,True,True,True
CT-F-99-020502,2025-08-05,3.0,1,Omni Channel,True,True,True
VT-F-99-010721,2025-08-05,1.0,1,Omni Channel,True,True,True
CT-F-99-020502,2025-08-05,3.0,1,Omni Channel,True,True,True
VT-F-99-010721,2025-08-05,1.0,1,Omni Channel,True,True,True
CT-F-99-020505,2025-08-05,3.0,1,Omni Channel,True,True,True
VT-F-99-010721,2025-08-05,1.0,1,Omni Channel,True,True,True
CT-F-99-020501,2025-08-05,3.0,1,Omni Channel,True,True,True
VT-F-99-010721,2025-08-05,1.0,1,Omni Channel,True,True,True
CT-F-99-020504,2025-08-05,3.0,1,Omni Channel,True,True,True
VT-F-99-010721,2025-08-05,1.0,1,Omni Channel,True,True,True
CT-F-99-020503,2025-08-05,3.0,1,Omni Channel,True,True,True
VT-F-99-010721,2025-08-05,1.0,1,Omni Channel,True,True,True
CT-F-99-020502,2025-08-05,3.0,1,Omni Channel,True,True,True
VT-F-99-010721,2025-08-05,1.0,1,Omni Channel,True,True,True
CT-F-99-020502,2025-08-05,3.0,1,Omni Channel,True,True,True
CT-F-99-020504,2025-08-05,3.0,1,Omni Channel,True,True,True
VT-F-99-010721,2025-08-05,2.0,1,Omni Channel,True,True,True
CT-F-99-020502,2025-08-05,9.0,1,Omni Channel,True,True,True
CT-F-99-020503,2025-08-05,6.0,1,Omni Channel,True,True,True
VT-F-99-010721,2025-08-05,5.0,1,Omni Channel,True,True,True
CT-F-99-020502,2025-08-06,2.0,1,Omni Channel,True,True,True
VT-F-99-010203,2025-08-06,2.0,1,Omni Channel,True,True,True
CT-F-99-020504,2025-08-06,9.0,1,Omni Channel,True,True,True
VT-F-99-010721,2025-08-06,3.0,1,Omni Channel,True,True,True
RS-F-99-070002,2025-08-06,60.0,1,Omni Channel,True,True,True
RS-F-99-070003,2025-08-06,60.0,1,Omni Channel,True,True,True
RS-F-99-070004,2025-08-06,60.0,1,Omni Channel,True,True,True
RS-F-99-070005,2025-08-06,30.0,1,Omni Channel,True,True,True
RS-F-99-070006,2025-08-06,30.0,1,Omni Channel,True,True,True
RS-F-99-070007,2025-08-06,60.0,1,Omni Channel,True,True,True
VT-F-99-010202,2025-08-06,15.0,1,Omni Channel,True,True,True
VT-F-99-010721,2025-08-06,5.0,1,Omni Channel,True,True,True
CT-F-99-020506,2025-08-06,3.0,1,Omni Channel,True,True,True
VT-F-99-010721,2025-08-06,1.0,1,Omni Channel,True,True,True
CT-F-99-020510,2025-08-07,3.0,1,Omni Channel,True,True,True
CT-F-99-020504,2025-08-07,3.0,1,Omni Channel,True,True,True
VT-F-99-010721,2025-08-07,1.0,1,Omni Channel,True,True,True
CT-F-99-020506,2025-08-07,3.0,1,Omni Channel,True,True,True
VT-F-99-010721,2025-08-07,1.0,1,Omni Channel,True,True,True
CT-F-99-020502,2025-08-07,20.0,1,Omni Channel,True,True,True
CT-F-99-020503,2025-08-07,20.0,1,Omni Channel,True,True,True
CT-F-99-020504,2025-08-07,10.0,1,Omni Channel,True,True,True
CT-F-99-020505,2025-08-07,10.0,1,Omni Channel,True,True,True
CT-F-99-020506,2025-08-07,8.0,1,Omni Channel,True,True,True
CT-F-99-020514,2025-08-07,20.0,1,Omni Channel,True,True,True
CT-F-99-020503,2025-08-07,3.0,1,Omni Channel,True,True,True
VT-F-99-010721,2025-08-07,1.0,1,Omni Channel,True,True,True
CT-F-99-020507,2025-08-08,3.0,1,Omni Channel,True,True,True
CT-F-99-020504,2025-08-08,3.0,1,Omni Channel,True,True,True
VT-F-99-010721,2025-08-08,1.0,1,Omni Channel,True,True,True
CT-F-99-020510,2025-08-08,3.0,1,Omni Channel,True,True,True
CT-F-99-020507,2025-08-11,4.0,1,Omni Channel,True,True,True
CT-F-99-020508,2025-08-11,2.0,1,Omni Channel,True,True,True
CT-F-99-020510,2025-08-11,4.0,1,Omni Channel,True,True,True
CT-F-99-020512,2025-08-11,30.0,1,Omni Channel,True,True,True
VT-F-99-010203,2025-08-11,148.0,1,Omni Channel,True,True,True
CT-F-99-020510,2025-08-11,3.0,1,Omni Channel,True,True,True
VT-F-99-010721,2025-08-11,1.0,1,Omni Channel,True,True,True
CT-F-99-020527,2025-08-11,1.0,1,Omni Channel,True,True,True
CT-F-99-020506,2025-08-13,3.0,1,Omni Channel,True,True,True
VT-F-99-010721,2025-08-13,1.0,1,Omni Channel,True,True,True
CT-F-99-020703,2025-08-14,3.0,1,Omni Channel,True,True,True
VT-F-99-010818,2025-08-14,1.0,1,Omni Channel,True,True,True
CT-F-99-020506,2025-08-14,3.0,1,Omni Channel,True,True,True
CT-F-99-020703,2025-08-14,3.0,1,Omni Channel,True,True,True
VT-F-99-010819,2025-08-14,1.0,1,Omni Channel,True,True,True
CT-F-99-020507,2025-08-14,3.0,1,Omni Channel,True,True,True
VT-F-99-010721,2025-08-14,1.0,1,Omni Channel,True,True,True
CT-F-99-020504,2025-08-15,2.0,1,Omni Channel,True,True,True
VT-F-99-010203,2025-08-15,2.0,1,Omni Channel,True,True,True
CT-F-99-020525,2025-08-15,3.0,1,Omni Channel,True,True,True
VT-F-99-010721,2025-08-15,1.0,1,Omni Channel,True,True,True
CT-F-99-020531,2025-08-15,3.0,1,Omni Channel,True,True,True
VT-F-99-010721,2025-08-15,1.0,1,Omni Channel,True,True,True
RS-F-99-100013,2025-08-15,3.0,1,Omni Channel,True,True,True
CT-F-99-020504,2025-08-15,3.0,1,Omni Channel,True,True,True
CT-F-99-020502,2025-08-18,9.0,3,Omni Channel,True,True,True
VT-F-99-010721,2025-08-18,3.0,3,Omni Channel,True,True,True
CT-F-99-020506,2025-08-18,3.0,1,Omni Channel,True,True,True
CT-F-99-020503,2025-08-18,2.0,1,Omni Channel,True,True,True
VT-F-99-010203,2025-08-18,2.0,1,Omni Channel,True,True,True
CT-F-99-020502,2025-08-18,6.0,2,Omni Channel,True,True,True
CT-F-99-020503,2025-08-18,3.0,1,Omni Channel,True,True,True
VT-F-99-010721,2025-08-18,3.0,3,Omni Channel,True,True,True
CT-F-99-020502,2025-08-18,3.0,1,Omni Channel,True,True,True
CT-F-99-020503,2025-08-18,6.0,2,Omni Channel,True,True,True
VT-F-99-010721,2025-08-18,3.0,3,Omni Channel,True,True,True
CT-F-99-020504,2025-08-18,2.0,1,Omni Channel,True,True,True
CT-F-99-020504,2025-08-18,3.0,1,Omni Channel,True,True,True
CT-F-99-020505,2025-08-18,3.0,1,Omni Channel,True,True,True
CT-F-99-020506,2025-08-18,3.0,1,Omni Channel,True,True,True
VT-F-99-010721,2025-08-18,4.0,4,Omni Channel,True,True,True
CT-F-99-020503,2025-08-18,6.0,1,Omni Channel,True,True,True
VT-F-99-010203,2025-08-18,6.0,1,Omni Channel,True,True,True
CT-F-99-020508,2025-08-19,3.0,1,Omni Channel,True,True,True
VT-F-99-010721,2025-08-19,1.0,1,Omni Channel,True,True,True
VT-F-99-010615,2025-08-19,9.0,1,Tendering,True,True,True
VT-F-99-010722,2025-08-19,12.0,1,Tendering,False,False,False
CT-F-99-020531,2025-08-19,3.0,1,Omni Channel,True,True,True
VT-F-99-010721,2025-08-19,1.0,1,Omni Channel,True,True,True
VT-F-99-010616,2025-08-20,3.0,1,Omni Channel,True,True,True
CT-F-99-020529,2025-08-20,3.0,1,Omni Channel,True,True,True
VT-F-99-010721,2025-08-20,1.0,1,Omni Channel,True,True,True
CT-F-99-020510,2025-08-20,3.0,1,Omni Channel,True,True,True
VT-F-99-010721,2025-08-20,1.0,1,Omni Channel,True,True,True
CT-F-99-020502,2025-08-20,3.0,1,Omni Channel,True,True,True
CT-F-99-020504,2025-08-20,3.0,1,Omni Channel,True,True,True
VT-F-99-010721,2025-08-20,2.0,1,Omni Channel,True,True,True
CT-F-99-020503,2025-08-20,3.0,1,Omni Channel,True,True,True
CT-F-99-020505,2025-08-20,3.0,1,Omni Channel,True,True,True
CT-F-99-020506,2025-08-20,3.0,1,Omni Channel,True,True,True
VT-F-99-010721,2025-08-20,3.0,1,Omni Channel,True,True,True
CT-F-99-020527,2025-08-20,3.0,1,Omni Channel,True,True,True
VT-F-99-010721,2025-08-20,1.0,1,Omni Channel,True,True,True
RS-F-99-041006,2025-08-20,6.0,1,Omni Channel,True,True,True
RS-F-99-041007,2025-08-20,3.0,1,Omni Channel,True,True,True
RS-F-99-041008,2025-08-20,6.0,1,Omni Channel,True,True,True
RS-F-99-041010,2025-08-20,6.0,1,Omni Channel,True,True,True
CT-F-99-020502,2025-08-21,7.0,1,Omni Channel,True,True,True
CT-F-99-020503,2025-08-21,7.0,1,Omni Channel,True,True,True
CT-F-99-020504,2025-08-21,8.0,1,Omni Channel,True,True,True
CT-F-99-020709,2025-08-21,1.0,1,Omni Channel,True,True,True
VT-F-99-010303,2025-08-21,1.0,1,Omni Channel,True,True,True
VT-F-99-010203,2025-08-21,16.0,1,Omni Channel,True,True,True
CT-F-99-020507,2025-08-21,3.0,1,Omni Channel,True,True,True
VT-F-99-010721,2025-08-21,1.0,1,Omni Channel,True,True,True
VT-F-99-010203,2025-08-21,2.0,1,Omni Channel,True,True,True
CT-F-99-020502,2025-08-21,2.0,1,Omni Channel,True,True,True
VT-F-99-010203,2025-08-21,2.0,1,Omni Channel,True,True,True
CT-F-99-020503,2025-08-21,3.0,1,Omni Channel,True,True,True
VT-F-99-010721,2025-08-21,1.0,1,Omni Channel,True,True,True
CT-F-99-020506,2025-08-21,3.0,1,Omni Channel,True,True,True
VT-F-99-010721,2025-08-21,1.0,1,Omni Channel,True,True,True
CT-F-99-020505,2025-08-21,3.0,1,Omni Channel,True,True,True
VT-F-99-010721,2025-08-21,1.0,1,Omni Channel,True,True,True
RS-F-99-010123,2025-08-22,2.0,1,Omni Channel,True,True,True
RS-F-99-010127,2025-08-22,2.0,1,Omni Channel,True,True,True
RS-F-99-010128,2025-08-22,4.0,1,Omni Channel,True,True,True
VT-F-99-010722,2025-08-22,2.0,1,Omni Channel,True,True,True
CT-F-99-020507,2025-08-25,3.0,1,Omni Channel,True,True,True
CT-F-99-020508,2025-08-25,6.0,2,Omni Channel,True,True,True
VT-F-99-010721,2025-08-25,3.0,3,Omni Channel,True,True,True
CT-F-99-020507,2025-08-25,3.0,1,Omni Channel,True,True,True
CT-F-99-020508,2025-08-25,3.0,1,Omni Channel,True,True,True
CT-F-99-020708,2025-08-25,3.0,1,Omni Channel,True,True,True
VT-F-99-010721,2025-08-25,1.0,1,Omni Channel,True,True,True
VT-F-99-010819,2025-08-25,1.0,1,Omni Channel,True,True,True
CT-F-99-020507,2025-08-25,9.0,3,Omni Channel,True,True,True
CT-F-99-020507,2025-08-25,6.0,2,Omni Channel,True,True,True
CT-F-99-020508,2025-08-25,3.0,1,Omni Channel,True,True,True
CT-F-99-020507,2025-08-25,3.0,1,Omni Channel,True,True,True
CT-F-99-020508,2025-08-25,6.0,2,Omni Channel,True,True,True
CT-F-99-020506,2025-08-25,3.0,1,Omni Channel,True,True,True
VT-F-99-010721,2025-08-25,1.0,1,Omni Channel,True,True,True
CT-F-99-020528,2025-08-25,3.0,1,Omni Channel,True,True,True
VT-F-99-010721,2025-08-25,1.0,1,Omni Channel,True,True,True
CT-F-99-020502,2025-08-26,3.0,1,Omni Channel,True,True,True
VT-F-99-010721,2025-08-26,1.0,1,Omni Channel,True,True,True
CT-F-99-020530,2025-08-26,3.0,1,Omni Channel,True,True,True
CT-F-99-020504,2025-08-26,3.0,1,Omni Channel,True,True,True
VT-F-99-010721,2025-08-26,1.0,1,Omni Channel,True,True,True
CT-F-99-020528,2025-08-26,3.0,1,Omni Channel,True,True,True
VT-F-99-010721,2025-08-26,1.0,1,Omni Channel,True,True,True
CT-F-99-020530,2025-08-27,3.0,1,Omni Channel,True,True,True
VT-F-99-010721,2025-08-27,1.0,1,Omni Channel,True,True,True
CT-F-99-020506,2025-08-28,3.0,1,Omni Channel,True,True,True
VT-F-99-010721,2025-08-28,1.0,1,Omni Channel,True,True,True
CT-F-99-020506,2025-08-28,3.0,1,Omni Channel,True,True,True
VT-F-99-010721,2025-08-28,1.0,1,Omni Channel,True,True,True
CT-F-99-020507,2025-08-28,3.0,1,Omni Channel,True,True,True
