itemcode,createDate,qty,n_rows,revenue_type,linked_via_jobcode,linked_via_olmjobcode,linked
VT-F-99-010721,2024-03-13,1.0,1,Omni Channel,True,True,True
VT-F-99-010722,2024-03-13,2.0,1,Omni Channel,True,True,True
CT-F-99-020705,2024-03-13,3.0,1,Omni Channel,True,True,True
VT-F-99-010819,2024-03-13,1.0,1,Omni Channel,True,True,True
CT-F-99-020506,2024-03-14,2.0,1,Omni Channel,True,True,True
VT-F-99-010203,2024-03-14,2.0,1,Omni Channel,True,True,True
CT-F-99-020507,2024-03-14,3.0,1,Omni Channel,True,True,True
VT-F-99-010721,2024-03-14,1.0,1,Omni Channel,True,True,True
CT-F-99-020503,2024-03-15,3.0,1,Omni Channel,True,True,True
VT-F-99-010721,2024-03-15,1.0,1,Omni Channel,True,True,True
CT-F-99-020530,2024-03-15,3.0,1,Omni Channel,True,True,True
VT-F-99-010721,2024-03-15,1.0,1,Omni Channel,True,True,True
CT-F-99-020524,2024-03-15,3.0,1,Omni Channel,True,True,True
CT-F-99-020506,2024-03-15,3.0,1,Omni Channel,True,True,True
RS-F-99-040006,2024-03-21,100.0,1,Tendering,False,False,False
CT-F-99-020506,2024-03-15,3.0,1,Omni Channel,True,True,True
VT-F-99-010721,2024-03-15,1.0,1,Omni Channel,True,True,True
RS-F-99-010129,2024-03-21,80.0,1,Tendering,False,False,False
CT-F-99-020511,2024-03-18,3.0,1,Omni Channel,True,True,True
CT-F-99-020507,2024-03-18,3.0,1,Omni Channel,True,True,True
VT-F-99-010715,2024-03-18,1.0,1,Omni Channel,True,True,True
CT-F-99-020506,2024-03-18,2.0,1,Omni Channel,True,True,True
VT-F-99-010203,2024-03-18,2.0,1,Omni Channel,True,True,True
CT-F-99-020526,2024-03-18,3.0,1,Omni Channel,True,True,True
VT-F-99-010721,2024-03-18,1.0,1,Omni Channel,True,True,True
CT-F-99-020508,2024-03-18,2.0,1,Omni Channel,True,True,True
VT-F-99-010203,2024-03-18,2.0,1,Omni Channel,True,True,True
CT-F-99-020526,2024-03-18,3.0,1,Omni Channel,True,True,True
VT-F-99-010721,2024-03-18,1.0,1,Omni Channel,True,True,True
CT-F-99-020508,2024-03-18,3.0,1,Omni Channel,True,True,True
VT-F-99-010721,2024-03-18,1.0,1,Omni Channel,True,True,True
CT-F-99-020510,2024-03-18,2.0,1,Omni Channel,True,True,True
VT-F-99-010209,2024-03-18,2.0,1,Omni Channel,True,True,True
CT-F-99-020511,2024-03-18,3.0,1,Omni Channel,True,True,True
VT-F-99-010721,2024-03-18,1.0,1,Omni Channel,True,True,True
CT-F-99-020707,2024-03-18,3.0,1,Omni Channel,True,True,True
VT-F-99-010819,2024-03-18,1.0,1,Omni Channel,True,True,True
CT-F-99-020510,2024-03-18,3.0,1,Omni Channel,True,True,True
VT-F-99-010721,2024-03-18,1.0,1,Omni Channel,True,True,True
CT-F-99-020501,2024-03-19,200.0,4,Omni Channel,False,False,False
CT-F-99-020503,2024-03-19,30.0,1,Omni Channel,False,False,False
CT-F-99-020505,2024-03-19,10.0,1,Omni Channel,False,False,False
RS-F-99-070004,2024-03-19,30.0,1,Omni Channel,False,False,False
VT-F-99-010203,2024-03-19,300.0,5,Omni Channel,False,False,False
CT-F-99-020705,2024-03-19,3.0,1,Omni Channel,True,True,True
RS-F-99-070002,2024-03-19,3.0,1,Omni Channel,False,False,False
RS-F-99-070004,2024-03-19,6.0,1,Omni Channel,False,False,False
CT-F-99-020507,2024-03-19,3.0,1,Omni Channel,True,True,True
VT-F-99-010721,2024-03-19,1.0,1,Omni Channel,True,True,True
CT-F-99-020508,2024-03-19,3.0,1,Omni Channel,True,True,True
CT-F-99-020506,2024-03-19,3.0,1,Omni Channel,True,True,True
VT-F-99-010721,2024-03-19,1.0,1,Omni Channel,True,True,True
CT-F-99-020502,2024-03-19,2.0,1,Omni Channel,True,True,True
VT-F-99-010203,2024-03-19,2.0,1,Omni Channel,True,True,True
RS-F-99-010129,2024-03-19,80.0,1,Tendering,True,True,True
RS-F-99-040006,2024-03-19,100.0,1,Tendering,True,True,True
CT-F-99-020503,2024-03-19,3.0,1,Omni Channel,True,True,True
VT-F-99-010715,2024-03-19,1.0,1,Omni Channel,True,True,True
CT-F-99-020506,2024-03-19,3.0,1,Omni Channel,True,True,True
CT-F-99-020524,2024-03-20,3.0,1,Omni Channel,True,True,True
VT-F-99-010721,2024-03-20,1.0,1,Omni Channel,True,True,True
CT-F-99-020530,2024-03-20,3.0,1,Omni Channel,True,True,True
VT-F-99-010721,2024-03-20,1.0,1,Omni Channel,True,True,True
CT-F-99-020510,2024-03-21,2.0,1,Omni Channel,True,True,True
CT-F-99-020507,2024-03-21,3.0,1,Omni Channel,True,True,True
VT-F-99-010715,2024-03-21,1.0,1,Omni Channel,True,True,True
CT-F-99-020526,2024-03-21,3.0,1,Omni Channel,True,True,True
VT-F-99-010721,2024-03-21,1.0,1,Omni Channel,True,True,True
CT-F-99-020528,2024-03-21,3.0,1,Omni Channel,True,True,True
VT-F-99-010721,2024-03-21,1.0,1,Omni Channel,True,True,True
CT-F-99-020506,2024-03-21,3.0,1,Omni Channel,True,True,True
VT-F-99-010721,2024-03-21,1.0,1,Omni Channel,True,True,True
CT-F-99-020504,2024-03-22,6.0,1,Omni Channel,True,True,True
VT-F-99-010721,2024-03-22,2.0,1,Omni Channel,True,True,True
CT-F-99-020506,2024-03-22,3.0,1,Omni Channel,True,True,True
VT-F-99-010721,2024-03-22,1.0,1,Omni Channel,True,True,True
CT-F-99-020524,2024-03-22,3.0,1,Omni Channel,True,True,True
VT-F-99-010721,2024-03-22,1.0,1,Omni Channel,True,True,True
CT-F-99-020506,2024-03-22,3.0,1,Omni Channel,True,True,True
VT-F-99-010203,2024-03-22,1.0,1,Omni Channel,True,True,True
CT-F-99-020531,2024-03-25,3.0,1,Omni Channel,True,True,True
VT-F-99-010721,2024-03-25,1.0,1,Omni Channel,True,True,True
CT-F-99-020508,2024-03-25,3.0,1,Omni Channel,True,True,True
CT-F-99-020526,2024-03-25,3.0,1,Omni Channel,True,True,True
CT-F-99-020512,2024-03-25,3.0,1,Omni Channel,True,True,True
VT-F-99-010721,2024-03-25,1.0,1,Omni Channel,True,True,True
CT-F-99-020505,2024-03-26,5.0,1,Omni Channel,True,True,True
CT-F-99-020503,2024-03-26,3.0,1,Omni Channel,True,True,True
VT-F-99-010721,2024-03-26,1.0,1,Omni Channel,True,True,True
CT-F-99-020504,2024-03-26,3.0,1,Omni Channel,True,True,True
VT-F-99-010715,2024-03-26,1.0,1,Omni Channel,True,True,True
CT-F-99-020703,2024-03-27,3.0,1,Omni Channel,True,True,True
VT-F-99-010819,2024-03-27,1.0,1,Omni Channel,True,True,True
VT-F-99-010721,2024-03-28,1.0,1,Omni Channel,True,True,True
CT-F-99-020524,2024-03-28,3.0,1,Omni Channel,True,True,True
VT-F-99-010721,2024-03-28,1.0,1,Omni Channel,True,True,True
VT-F-99-010722,2024-03-28,1.0,1,Omni Channel,True,True,True
VT-F-99-010820,2024-03-28,1.0,1,Omni Channel,True,True,True
RS-F-99-041001,2024-03-28,42.0,2,Omni Channel,True,True,True
RS-F-99-041002,2024-03-28,42.0,1,Omni Channel,True,True,True
RS-F-99-041033,2024-03-28,30.0,2,Omni Channel,True,True,True
RS-F-99-041034,2024-03-28,12.0,1,Omni Channel,True,True,True
VT-F-99-010722,2024-03-28,2.0,1,Omni Channel,True,True,True
CT-F-99-020507,2024-03-28,3.0,1,Omni Channel,True,True,True
VT-F-99-010721,2024-03-28,1.0,1,Omni Channel,True,True,True
CT-F-99-020506,2024-03-28,3.0,1,Omni Channel,True,True,True
VT-F-99-010721,2024-03-28,1.0,1,Omni Channel,True,True,True
CT-F-99-020524,2024-03-29,3.0,1,Omni Channel,True,True,True
VT-F-99-010721,2024-03-29,1.0,1,Omni Channel,True,True,True
VT-F-99-010721,2024-03-29,1.0,1,Omni Channel,True,True,True
CT-F-99-020530,2024-03-29,3.0,1,Omni Channel,True,True,True
VT-F-99-010721,2024-03-29,1.0,1,Omni Channel,True,True,True
CT-F-99-020506,2024-04-01,3.0,1,Omni Channel,True,True,True
VT-F-99-010721,2024-04-01,1.0,1,Omni Channel,True,True,True
CT-F-99-020505,2024-04-01,3.0,1,Omni Channel,True,True,True
VT-F-99-010715,2024-04-01,1.0,1,Omni Channel,True,True,True
CT-F-99-020507,2024-04-01,3.0,1,Omni Channel,True,True,True
VT-F-99-010721,2024-04-01,1.0,1,Omni Channel,True,True,True
CT-F-99-020503,2024-04-01,3.0,1,Omni Channel,True,True,True
VT-F-99-010721,2024-04-01,1.0,1,Omni Channel,True,True,True
CT-F-99-020505,2024-04-01,3.0,1,Omni Channel,True,True,True
VT-F-99-010721,2024-04-01,1.0,1,Omni Channel,True,True,True
CT-F-99-020505,2024-04-02,3.0,1,Omni Channel,True,True,True
CT-F-99-020511,2024-04-02,3.0,1,Omni Channel,True,True,True
VT-F-99-010721,2024-04-02,2.0,1,Omni Channel,True,True,True
CT-F-99-020528,2024-04-02,3.0,1,Omni Channel,True,True,True
VT-F-99-010721,2024-04-02,1.0,1,Omni Channel,True,True,True
CT-F-99-020527,2024-04-03,3.0,1,Omni Channel,True,True,True
VT-F-99-010616,2024-04-03,15.0,1,Omni Channel,False,False,False
CT-F-99-020726,2024-04-03,3.0,1,Omni Channel,True,True,True
VT-F-99-010202,2024-04-03,1.0,1,Omni Channel,True,True,True
CT-F-99-020530,2024-04-03,3.0,1,Omni Channel,True,True,True
VT-F-99-010202,2024-04-04,5.0,1,Omni Channel,True,True,True
VT-F-99-010302,2024-04-04,4.0,1,Omni Channel,True,True,True
CT-F-99-020501,2024-04-04,200.0,3,Omni Channel,True,True,True
CT-F-99-020503,2024-04-04,30.0,1,Omni Channel,True,True,True
CT-F-99-020505,2024-04-04,10.0,1,Omni Channel,True,True,True
RS-F-99-070004,2024-04-04,30.0,1,Omni Channel,True,True,True
RS-F-99-070005,2024-04-04,60.0,1,Omni Channel,True,True,True
VT-F-99-010203,2024-04-04,300.0,4,Omni Channel,True,True,True
CT-F-99-020528,2024-04-04,3.0,1,Omni Channel,True,True,True
VT-F-99-010721,2024-04-04,1.0,1,Omni Channel,True,True,True
CT-F-99-020506,2024-04-05,2.0,1,Omni Channel,True,True,True
VT-F-99-010209,2024-04-05,2.0,1,Omni Channel,True,True,True
VT-F-99-010715,2024-04-05,1.0,1,Omni Channel,True,True,True
CT-F-99-020505,2024-04-05,3.0,1,Omni Channel,True,True,True
CT-F-99-020528,2024-04-09,3.0,1,Omni Channel,True,True,True
VT-F-99-010721,2024-04-09,1.0,1,Omni Channel,True,True,True
CT-F-99-020506,2024-04-09,3.0,1,Omni Channel,True,True,True
VT-F-99-010721,2024-04-09,1.0,1,Omni Channel,True,True,True
CT-F-99-020504,2024-04-09,3.0,1,Omni Channel,True,True,True
VT-F-99-010721,2024-04-09,1.0,1,Omni Channel,True,True,True
CT-F-99-020525,2024-04-09,3.0,1,Omni Channel,True,True,True
VT-F-99-010721,2024-04-09,1.0,1,Omni Channel,True,True,True
CT-F-99-020504,2024-04-09,3.0,1,Omni Channel,True,True,True
CT-F-99-020528,2024-04-09,3.0,1,Omni Channel,True,True,True
VT-F-99-010721,2024-04-09,1.0,1,Omni Channel,True,True,True
CT-F-99-020530,2024-04-09,3.0,1,Omni Channel,True,True,True
VT-F-99-010721,2024-04-09,1.0,1,Omni Channel,True,True,True
CT-F-99-020508,2024-04-09,3.0,1,Omni Channel,True,True,True
CT-F-99-020504,2024-04-10,3.0,1,Omni Channel,True,True,True
VT-F-99-010721,2024-04-10,1.0,1,Omni Channel,True,True,True
CT-F-99-020526,2024-04-10,3.0,1,Omni Channel,True,True,True
CT-F-99-020707,2024-04-10,3.0,1,Omni Channel,True,True,True
CT-F-99-020505,2024-04-10,3.0,1,Omni Channel,True,True,True
VT-F-99-010721,2024-04-10,1.0,1,Omni Channel,True,True,True
CT-F-99-020506,2024-04-11,2.0,1,Omni Channel,True,True,True
VT-F-99-010209,2024-04-11,2.0,1,Omni Channel,True,True,True
VT-F-99-010722,2024-04-12,1.0,1,Omni Channel,True,True,True
CT-F-99-020529,2024-04-18,3.0,1,Omni Channel,True,True,True
VT-F-99-010721,2024-04-12,1.0,1,Omni Channel,True,True,True
CT-F-99-020532,2024-04-12,3.0,1,Omni Channel,True,True,True
VT-F-99-010721,2024-04-12,1.0,1,Omni Channel,True,True,True
CT-F-99-020507,2024-04-17,3.0,1,Omni Channel,True,True,True
VT-F-99-010721,2024-04-17,1.0,1,Omni Channel,True,True,True
CT-F-99-020714,2024-04-17,3.0,1,Omni Channel,True,True,True
VT-F-99-010819,2024-04-17,1.0,1,Omni Channel,True,True,True
CT-F-99-020714,2024-04-17,3.0,1,Omni Channel,True,True,True
VT-F-99-010819,2024-04-17,1.0,1,Omni Channel,True,True,True
CT-F-99-020506,2024-04-01,3.0,1,Omni Channel,True,True,True
VT-F-99-010721,2024-04-01,1.0,1,Omni Channel,True,True,True
CT-F-99-020508,2024-04-17,3.0,1,Omni Channel,True,True,True
CT-F-99-020503,2024-04-18,3.0,1,Omni Channel,True,True,True
VT-F-99-010721,2024-04-18,1.0,1,Omni Channel,True,True,True
CT-F-99-020507,2024-04-18,3.0,1,Omni Channel,True,True,True
VT-F-99-010721,2024-04-18,1.0,1,Omni Channel,True,True,True
CT-F-99-020504,2024-04-18,3.0,1,Omni Channel,True,True,True
VT-F-99-010721,2024-04-18,1.0,1,Omni Channel,True,True,True
CT-F-99-020507,2024-04-18,3.0,1,Omni Channel,True,True,True
VT-F-99-010721,2024-04-18,1.0,1,Omni Channel,True,True,True
CT-F-99-020705,2024-04-18,3.0,1,Omni Channel,True,True,True
VT-F-99-010819,2024-04-18,1.0,1,Omni Channel,True,True,True
CT-F-99-020707,2024-04-18,3.0,1,Omni Channel,True,True,True
VT-F-99-010819,2024-04-18,1.0,1,Omni Channel,True,True,True
CT-F-99-020706,2024-04-18,3.0,1,Omni Channel,True,True,True
VT-F-99-010819,2024-04-18,1.0,1,Omni Channel,True,True,True
CT-F-99-020504,2024-04-18,3.0,1,Omni Channel,True,True,True
VT-F-99-010721,2024-04-18,1.0,1,Omni Channel,True,True,True
CT-F-99-020705,2024-04-19,3.0,1,Omni Channel,True,True,True
VT-F-99-010819,2024-04-19,1.0,1,Omni Channel,True,True,True
CT-F-99-020510,2024-04-22,2.0,1,Omni Channel,True,True,True
VT-F-99-010203,2024-04-22,2.0,1,Omni Channel,True,True,True
CT-F-99-020503,2024-04-22,3.0,1,Omni Channel,True,True,True
VT-F-99-010721,2024-04-22,1.0,1,Omni Channel,True,True,True
RS-F-99-070005,2024-04-22,150.0,1,Omni Channel,True,True,True
VT-F-99-010616,2024-04-22,15.0,1,Omni Channel,True,True,True
CT-F-99-020505,2024-04-23,6.0,1,Omni Channel,True,True,True
CT-F-99-020510,2024-04-23,3.0,1,Omni Channel,True,True,True
VT-F-99-010721,2024-04-23,3.0,1,Omni Channel,True,True,True
CT-F-99-020501,2024-04-23,2.0,1,Omni Channel,True,True,True
VT-F-99-010203,2024-04-23,2.0,1,Omni Channel,True,True,True
CT-F-99-020530,2024-04-24,3.0,1,Omni Channel,True,True,True
CT-F-99-020528,2024-04-24,3.0,1,Omni Channel,True,True,True
CT-F-99-020530,2024-04-24,3.0,1,Omni Channel,True,True,True
VT-F-99-010721,2024-04-24,1.0,1,Omni Channel,True,True,True
CT-F-99-020505,2024-04-24,3.0,1,Omni Channel,True,True,True
VT-F-99-010721,2024-04-24,1.0,1,Omni Channel,True,True,True
CT-F-99-020507,2024-04-24,3.0,1,Omni Channel,True,True,True
VT-F-99-010721,2024-04-24,1.0,1,Omni Channel,True,True,True
CT-F-99-020506,2024-04-24,3.0,1,Omni Channel,True,True,True
VT-F-99-010721,2024-04-24,1.0,1,Omni Channel,True,True,True
CT-F-99-020503,2024-04-26,3.0,1,Omni Channel,True,True,True
VT-F-99-010715,2024-04-26,1.0,1,Omni Channel,True,True,True
CT-F-99-020531,2024-04-26,3.0,1,Omni Channel,True,True,True
VT-F-99-010721,2024-04-26,1.0,1,Omni Channel,True,True,True
CT-F-99-020524,2024-04-26,3.0,1,Omni Channel,True,True,True
VT-F-99-010721,2024-04-26,1.0,1,Omni Channel,True,True,True
CT-F-99-020503,2024-04-26,2.0,1,Omni Channel,True,True,True
VT-F-99-010203,2024-04-26,2.0,1,Omni Channel,True,True,True
VT-F-99-010722,2024-04-26,1.0,1,Omni Channel,True,True,True
CT-F-99-020506,2024-04-29,3.0,1,Omni Channel,True,True,True
CT-F-99-020504,2024-04-29,3.0,1,Omni Channel,True,True,True
VT-F-99-010721,2024-04-29,1.0,1,Omni Channel,True,True,True
VT-F-99-010203,2024-04-29,1.0,1,Omni Channel,True,True,True
CT-F-99-020506,2024-04-29,3.0,1,Omni Channel,True,True,True
VT-F-99-010721,2024-04-29,1.0,1,Omni Channel,True,True,True
VT-F-99-010203,2024-04-29,2.0,1,Omni Channel,True,True,True
CT-F-99-020504,2024-04-29,3.0,1,Omni Channel,True,True,True
VT-F-99-010715,2024-04-29,1.0,1,Omni Channel,True,True,True
CT-F-99-020506,2024-04-29,3.0,1,Omni Channel,True,True,True
CT-F-99-020508,2024-04-30,4.0,1,Omni Channel,True,True,True
CT-F-99-020504,2024-04-30,6.0,1,Omni Channel,True,True,True
VT-F-99-010721,2024-04-30,2.0,1,Omni Channel,True,True,True
CT-F-99-020504,2024-04-30,3.0,1,Omni Channel,True,True,True
VT-F-99-010721,2024-04-30,1.0,1,Omni Channel,True,True,True
CT-F-99-020708,2024-04-30,3.0,1,Omni Channel,True,True,True
VT-F-99-010819,2024-04-30,1.0,1,Omni Channel,True,True,True
CT-F-99-020706,2024-04-30,3.0,1,Omni Channel,True,True,True
VT-F-99-010819,2024-04-30,1.0,1,Omni Channel,True,True,True
CT-F-99-020705,2024-04-30,3.0,1,Omni Channel,True,True,True
VT-F-99-010819,2024-04-30,1.0,1,Omni Channel,True,True,True
CT-F-99-020705,2024-04-30,3.0,1,Omni Channel,True,True,True
VT-F-99-010819,2024-04-30,1.0,1,Omni Channel,True,True,True
CT-F-99-020530,2024-04-30,3.0,1,Omni Channel,True,True,True
VT-F-99-010721,2024-04-30,1.0,1,Omni Channel,True,True,True
VT-F-99-010615,2024-04-30,6.0,1,Omni Channel,True,True,True
VT-F-99-010715,2024-04-30,1.0,1,Omni Channel,True,True,True
CT-F-99-020502,2024-05-02,2.0,1,Omni Channel,True,True,True
VT-F-99-010203,2024-05-02,2.0,1,Omni Channel,True,True,True
RS-F-99-090002,2024-05-03,9.0,1,Omni Channel,True,True,True
RS-F-99-090003,2024-05-03,3.0,1,Omni Channel,True,True,True
CT-F-99-020506,2024-05-06,2.0,1,Omni Channel,True,True,True
CT-F-99-020507,2024-05-06,2.0,1,Omni Channel,True,True,True
VT-F-99-010203,2024-05-06,2.0,1,Omni Channel,True,True,True
CT-F-99-020507,2024-05-06,3.0,1,Omni Channel,True,True,True
VT-F-99-010721,2024-05-06,1.0,1,Omni Channel,True,True,True
CT-F-99-020511,2024-05-07,2.0,1,Omni Channel,True,True,True
VT-F-99-010820,2024-05-07,2.0,1,Omni Channel,True,True,True
CT-F-99-020531,2024-05-07,6.0,1,Omni Channel,True,True,True
VT-F-99-010721,2024-05-07,1.0,1,Omni Channel,True,True,True
CT-F-99-020506,2024-05-08,3.0,1,Omni Channel,True,True,True
VT-F-99-010722,2024-05-08,1.0,1,Omni Channel,True,True,True
CT-F-99-020529,2024-05-08,3.0,1,Omni Channel,True,True,True
VT-F-99-010721,2024-05-08,1.0,1,Omni Channel,True,True,True
CT-F-99-020508,2024-05-10,3.0,1,Omni Channel,True,True,True
CT-F-99-020506,2024-05-10,3.0,1,Omni Channel,True,True,True
CT-F-99-020535,2024-05-10,3.0,1,Omni Channel,True,True,True
VT-F-99-010721,2024-05-10,1.0,1,Omni Channel,True,True,True
CT-F-99-020502,2024-05-13,6.0,1,Omni Channel,True,True,True
VT-F-99-010203,2024-05-13,6.0,1,Omni Channel,True,True,True
CT-F-99-020506,2024-05-13,3.0,1,Omni Channel,True,True,True
VT-F-99-010721,2024-05-13,1.0,1,Omni Channel,True,True,True
CT-F-99-020527,2024-05-13,3.0,1,Omni Channel,True,True,True
CT-F-99-020505,2024-05-14,3.0,1,Omni Channel,True,True,True
CT-F-99-020504,2024-05-14,12.0,1,Omni Channel,True,True,True
VT-F-99-010721,2024-05-14,4.0,1,Omni Channel,True,True,True
VT-F-99-010722,2024-05-14,1.0,1,Omni Channel,True,True,True
CT-F-99-020529,2024-05-15,3.0,1,Omni Channel,True,True,True
VT-F-99-010721,2024-05-15,1.0,1,Omni Channel,True,True,True
CT-F-99-020508,2024-05-15,4.0,1,Omni Channel,True,True,True
CT-F-99-020506,2024-05-15,3.0,1,Omni Channel,True,True,True
CT-F-99-020508,2024-05-15,3.0,1,Omni Channel,True,True,True
VT-F-99-010203,2024-05-16,2.0,1,Omni Channel,True,True,True
CT-F-99-020524,2024-05-16,6.0,1,Omni Channel,True,True,True
VT-F-99-010721,2024-05-16,2.0,1,Omni Channel,True,True,True
CT-F-99-020504,2024-05-16,12.0,1,Omni Channel,True,True,True
VT-F-99-010721,2024-05-16,4.0,1,Omni Channel,True,True,True
VT-F-99-010202,2024-05-17,1.0,1,Omni Channel,False,False,False
RS-F-99-041001,2024-05-17,48.0,2,Omni Channel,True,True,True
RS-F-99-041002,2024-05-17,42.0,3,Omni Channel,True,True,True
RS-F-99-041004,2024-05-17,27.0,1,Omni Channel,True,True,True
RS-F-99-041005,2024-05-17,6.0,1,Omni Channel,True,True,True
RS-F-99-041006,2024-05-17,9.0,1,Omni Channel,True,True,True
RS-F-99-041008,2024-05-17,6.0,1,Omni Channel,True,True,True
RS-F-99-041010,2024-05-17,6.0,1,Omni Channel,True,True,True
RS-F-99-041015,2024-05-17,12.0,1,Omni Channel,True,True,True
RS-F-99-041034,2024-05-17,36.0,2,Omni Channel,True,True,True
RS-F-99-070004,2024-05-17,21.0,1,Omni Channel,True,True,True
RS-F-99-070005,2024-05-17,18.0,1,Omni Channel,True,True,True
RS-F-99-070019,2024-05-17,18.0,1,Omni Channel,True,True,True
RS-F-99-070024,2024-05-17,12.0,1,Omni Channel,True,True,True
VT-F-99-010202,2024-05-17,1.0,1,Omni Channel,True,True,True
CT-F-99-020506,2024-05-20,2.0,1,Omni Channel,True,True,True
CT-F-99-020510,2024-05-20,2.0,1,Omni Channel,True,True,True
VT-F-99-010203,2024-05-20,4.0,1,Omni Channel,True,True,True
CT-F-99-020505,2024-05-20,2.0,1,Omni Channel,True,True,True
VT-F-99-010203,2024-05-20,2.0,1,Omni Channel,True,True,True
CT-F-99-020502,2024-05-20,10.0,1,Omni Channel,False,False,False
CT-F-99-020514,2024-05-20,10.0,1,Omni Channel,False,False,False
CT-F-99-020507,2024-05-20,2.0,1,Omni Channel,True,True,True
VT-F-99-010203,2024-05-20,2.0,1,Omni Channel,True,True,True
VT-F-99-010203,2024-05-21,2.0,1,Omni Channel,True,True,True
VT-F-99-010203,2024-05-21,1.0,1,Omni Channel,True,True,True
CT-F-99-020503,2024-05-21,2.0,1,Omni Channel,False,False,False
VT-F-99-010203,2024-05-21,2.0,1,Omni Channel,True,True,True
CT-F-99-020503,2024-05-21,3.0,1,Omni Channel,True,True,True
VT-F-99-010721,2024-05-21,1.0,1,Omni Channel,True,True,True
CT-F-99-020506,2024-05-21,2.0,1,Omni Channel,True,True,True
CT-F-99-020527,2024-05-21,3.0,1,Omni Channel,True,True,True
VT-F-99-010203,2024-05-21,2.0,1,Omni Channel,True,True,True
CT-F-99-020506,2024-05-21,2.0,1,Omni Channel,True,True,True
VT-F-99-010209,2024-05-21,2.0,1,Omni Channel,True,True,True
CT-F-99-020502,2024-05-21,3.0,1,Omni Channel,True,True,True
VT-F-99-010721,2024-05-21,1.0,1,Omni Channel,True,True,True
VT-F-99-010203,2024-05-23,2.0,1,Omni Channel,True,True,True
CT-F-99-020512,2024-05-23,3.0,1,Omni Channel,True,True,True
VT-F-99-010721,2024-05-23,1.0,1,Omni Channel,True,True,True
CT-F-99-020504,2024-05-23,3.0,1,Omni Channel,True,True,True
VT-F-99-010721,2024-05-23,1.0,1,Omni Channel,True,True,True
CT-F-99-020504,2024-05-23,3.0,1,Omni Channel,True,True,True
VT-F-99-010715,2024-05-23,1.0,1,Omni Channel,True,True,True
CT-F-99-020506,2024-05-24,3.0,1,Omni Channel,True,True,True
VT-F-99-010721,2024-05-24,1.0,1,Omni Channel,True,True,True
CT-F-99-020525,2024-05-24,3.0,1,Omni Channel,True,True,True
VT-F-99-010721,2024-05-24,1.0,1,Omni Channel,True,True,True
CT-F-99-020506,2024-05-24,3.0,1,Omni Channel,True,True,True
VT-F-99-010721,2024-05-24,1.0,1,Omni Channel,True,True,True
CT-F-99-020508,2024-05-24,3.0,1,Omni Channel,True,True,True
VT-F-99-010721,2024-05-24,1.0,1,Omni Channel,True,True,True
CT-F-99-020502,2024-05-24,2.0,1,Omni Channel,True,True,True
VT-F-99-010203,2024-05-24,2.0,1,Omni Channel,True,True,True
RS-F-99-120002,2024-05-24,2.0,1,Omni Channel,True,True,True
CT-F-99-020510,2024-05-24,2.0,1,Omni Channel,True,True,True
VT-F-99-010203,2024-05-24,2.0,1,Omni Channel,True,True,True
RS-F-99-010122,2024-05-24,2.0,1,Omni Channel,True,True,True
RS-F-99-010123,2024-05-24,2.0,1,Omni Channel,True,True,True
RS-F-99-010127,2024-05-24,2.0,1,Omni Channel,True,True,True
RS-F-99-010128,2024-05-24,4.0,1,Omni Channel,True,True,True
CT-F-99-020504,2024-05-24,3.0,1,Omni Channel,True,True,True
VT-F-99-010721,2024-05-24,1.0,1,Omni Channel,True,True,True
CT-F-99-020527,2024-05-27,3.0,1,Omni Channel,True,True,True
VT-F-99-010722,2024-05-28,3.0,1,Tendering,False,False,False
VT-F-99-010722,2024-05-28,1.0,1,Tendering,False,False,False
CT-F-99-020527,2024-05-28,3.0,1,Omni Channel,True,True,True
